name,reviews,competitors,website,owner_name,rating,link,domain
Unbound,,,http://www.unboundbabes.com/,,4.9,https://www.google.com/maps/place/Unbound/data=!4m7!3m6!1s0x89c2598d36332879:0x8a2f849c958d027d!8m2!3d40.7446298!4d-73.987667!16s%2Fg%2F11f0k_0x5k!19sChIJeSgzNo1ZwokRfQKNlZyEL4o?authuser=0&hl=tr&rclk=1,
Jayasara Video Inc,,,http://www.newyorkadultstore.com/reviews,,3.5,https://www.google.com/maps/place/Jayasara+Video+Inc/data=!4m7!3m6!1s0x89c259ada231f40d:0x1a7592f9d4d2689f!8m2!3d40.7536276!4d-73.9931663!16s%2Fg%2F1v_vttmb!19sChIJDfQxoq1ZwokRn2jS1PmSdRo?authuser=0&hl=tr&rclk=1,
Pandora's Box,,,https://pandorasboxny.com/,,4.3,https://www.google.com/maps/place/Pandora%27s+Box/data=!4m7!3m6!1s0x89c259a66b340001:0xaca9ca244b33c9b4!8m2!3d40.7446237!4d-73.9876631!16s%2Fg%2F11ghr0d9mg!19sChIJAQA0a6ZZwokRtMkzSyTKqaw?authuser=0&hl=tr&rclk=1,
London Fetish,,,http://www.london-fetish.com/,,5,https://www.google.com/maps/place/London+Fetish/data=!4m7!3m6!1s0x89c25938fe35148b:0xf7033321b2c9b3db!8m2!3d40.7202573!4d-73.9893853!16s%2Fg%2F11ny3ljjt3!19sChIJixQ1_jhZwokR27PJsiEzA_c?authuser=0&hl=tr&rclk=1,
The White Unicorn,,,http://www.thewhiteunicorn.com/,,1,https://www.google.com/maps/place/The+White+Unicorn/data=!4m7!3m6!1s0x89c25f9806b1b2c9:0xd4bdb1c9458a7a35!8m2!3d40.701712!4d-73.8849378!16s%2Fg%2F11qrkkstly!19sChIJybKxBphfwokRNXqKRcmxvdQ?authuser=0&hl=tr&rclk=1,
Hustler Hollywood,291,"Name: Lady Love
link: https://www.google.com/maps/search/Lady+Love/@34.101443499999995,-118.33322100000001?authuser=0&hl=tr&entry=ttu
Reviews: 21 reviews

Name: Next To Naked
link: https://www.google.com/maps/search/Next+To+Naked/@34.1014427,-118.33398210000001?authuser=0&hl=tr&entry=ttu
Reviews: 4 reviews

Name: The Pleasure Chest
link: https://www.google.com/maps/search/The+Pleasure+Chest/@34.0910157,-118.35764429999998?authuser=0&hl=tr&entry=ttu
Reviews: 105 reviews

Name: Hollywood Exotic Shop
link: https://www.google.com/maps/search/Hollywood+Exotic+Shop/@34.101738999999995,-118.33131610000001?authuser=0&hl=tr&entry=ttu
Reviews: 18 reviews

Name: Stage of Hollywood
link: https://www.google.com/maps/search/Stage+of+Hollywood/@34.101436899999996,-118.33204649999998?authuser=0&hl=tr&entry=ttu
Reviews: 20 reviews",https://hustlerhollywood.com/pages/store-hollywood-california%3Futm_source%3DGMBlisting%26utm_medium%3Dorganic,,4.5,https://www.google.com/maps/place/Hustler+Hollywood/data=!4m7!3m6!1s0x80c2bf3b6ff42433:0xa93c57d3dcd0846!8m2!3d34.1014272!4d-118.3323938!16s%2Fg%2F11bxc58d7d!19sChIJMyT0bzu_woARRgjNPX3Fkwo?authuser=0&hl=tr&rclk=1,
Lovers,192,"Name: Bras n Things Culver City
link: https://www.google.com/maps/search/Bras+n+Things+Culver+City/@33.9862323,-118.3922257?authuser=0&hl=tr&entry=ttu
Reviews: 3 reviews

Name: Amor Lingerie Sex Shop
link: https://www.google.com/maps/search/Amor+Lingerie+Sex+Shop/@34.042302,-118.30834200000001?authuser=0&hl=tr&entry=ttu
Reviews: 51 reviews

Name: Adult Love Boutique
link: https://www.google.com/maps/search/Adult+Love+Boutique/@34.023853599999995,-118.48619559999999?authuser=0&hl=tr&entry=ttu
Reviews: 192 reviews

Name: Cupid's Closet LAX Adult Store & Sex Shop
link: https://www.google.com/maps/search/Cupid%27s+Closet+LAX+Adult+Store+%26+Sex+Shop/@33.9618484,-118.4206687?authuser=0&hl=tr&entry=ttu
Reviews: 91 reviews

Name: Victoria's Secret
link: https://www.google.com/maps/search/Victoria%27s+Secret/@33.985886,-118.392872?authuser=0&hl=tr&entry=ttu
Reviews: 792 reviews",https://locations.loversstores.com/ca/culver-city/5901-s-sepulveda-blvd/,,4.7,https://www.google.com/maps/place/Lovers/data=!4m7!3m6!1s0x80c2b0ad1a1ebe51:0x1c53070cb3fc60fd!8m2!3d33.98644!4d-118.396035!16s%2Fg%2F1vr1wx40!19sChIJUb4eGq2wwoAR_WD8swwHUxw?authuser=0&hl=tr&rclk=1,
Broadway Erotic Store,170,,http://broadwayerotic.com/,,5,https://www.google.com/maps/place/Broadway+Erotic+Store/data=!4m7!3m6!1s0x80c2c79f77ed65e1:0x48c2b14b15294d42!8m2!3d34.0476737!4d-118.2516002!16s%2Fg%2F11hpdvzjh9!19sChIJ4WXtd5_HwoARQk0pFUuxwkg?authuser=0&hl=tr&rclk=1,
The Pleasure Chest,105,,http://www.thepleasurechest.com/,,4.4,https://www.google.com/maps/place/The+Pleasure+Chest/data=!4m7!3m6!1s0x80c2bedaabbce957:0x58cb8e0f2168a6ee!8m2!3d34.0910157!4d-118.3576443!16s%2Fg%2F1tkl3l6q!19sChIJV-m8q9q-woAR7qZoIQ-Oy1g?authuser=0&hl=tr&rclk=1,
The Stockroom / Syren Latex,95,,https://www.stockroom.com/,,4.4,https://www.google.com/maps/place/The+Stockroom+%2F+Syren+Latex/data=!4m7!3m6!1s0x80c2c73e18eaa3db:0x5395b81b3ef11348!8m2!3d34.0878567!4d-118.2600382!16s%2Fg%2F12hrmrb96!19sChIJ26PqGD7HwoARSBPxPhu4lVM?authuser=0&hl=tr&rclk=1,
Vivant Dolls - Sex Dolls Los Angeles,92,,https://onlinesexdolls.com/,,4.8,https://www.google.com/maps/place/Vivant+Dolls+-+Sex+Dolls+Los+Angeles/data=!4m7!3m6!1s0x80c2b78628a54d71:0xd7b92d79e4eff421!8m2!3d33.9747922!4d-118.3241669!16s%2Fg%2F11fqvdp2qv!19sChIJcU2lKIa3woARIfTv5Hktudc?authuser=0&hl=tr&rclk=1,
Cupid's Closet LAX Adult Store & Sex Shop,91,,http://cupidscloset.com/,,4.5,https://www.google.com/maps/place/Cupid%27s+Closet+LAX+Adult+Store+%26+Sex+Shop/data=!4m7!3m6!1s0x80c2b0eb36444ad7:0x83e55d8534079d3d!8m2!3d33.9618484!4d-118.4206687!16s%2Fg%2F1ptxwtmys!19sChIJ10pENuuwwoARPZ0HNIVd5YM?authuser=0&hl=tr&rclk=1,
Adult Warehouse Outlet Panorama,83,,http://www.adultwarehouseoutlet.com/,,4.7,https://www.google.com/maps/place/Adult+Warehouse+Outlet+Panorama/data=!4m7!3m6!1s0x80c295cbb89d8a19:0xb87f432d91e14e30!8m2!3d34.2187879!4d-118.4482773!16s%2Fg%2F1q2w0v5qc!19sChIJGYqduMuVwoARME7hkS1Df7g?authuser=0&hl=tr&rclk=1,
HUSTLER Hollywood,70,"Name: The Pleasure Chest
link: https://www.google.com/maps/search/The+Pleasure+Chest/@34.0910157,-118.35764429999998?authuser=0&hl=tr&entry=ttu
Reviews: 105 reviews

Name: Trashy Lingerie
link: https://www.google.com/maps/search/Trashy+Lingerie/@34.0782479,-118.37633369999998?authuser=0&hl=tr&entry=ttu
Reviews: 70 reviews

Name: Endless Romance Adult Superstore
link: https://www.google.com/maps/search/Endless+Romance+Adult+Superstore/@34.0869678,-118.3804153?authuser=0&hl=tr&entry=ttu
Reviews: 5 reviews

Name: Stage of Hollywood
link: https://www.google.com/maps/search/Stage+of+Hollywood/@34.101436899999996,-118.33204649999998?authuser=0&hl=tr&entry=ttu
Reviews: 20 reviews

Name: Love Connection
link: https://www.google.com/maps/search/Love+Connection/@34.0905523,-118.36854939999999?authuser=0&hl=tr&entry=ttu
Reviews: 14 reviews",https://hustlerhollywood.com/pages/store-west-hollywood-california?utm_source=GMBlisting&utm_medium=organic,,4.4,https://www.google.com/maps/place/HUSTLER+Hollywood/data=!4m7!3m6!1s0x80c2bea3da87f74f:0xa4f8acc3d9715987!8m2!3d34.0907822!4d-118.3850971!16s%2Fg%2F1tk8nw2v!19sChIJT_eH2qO-woARh1lx2cOs-KQ?authuser=0&hl=tr&rclk=1,
Romantix,62,,https://www.romantix.com/s/,,3.8,https://www.google.com/maps/place/Romantix/data=!4m7!3m6!1s0x80c2c128ceace483:0x1db2f9ca6e9ae3e2!8m2!3d34.1166563!4d-118.2472576!16s%2Fg%2F1tnbldhd!19sChIJg-SszijBwoAR4uOabsr5sh0?authuser=0&hl=tr&rclk=1,
Andy's Adult World,54,,http://www.andysadultworld.com/,,4.2,https://www.google.com/maps/place/Andy%27s+Adult+World/data=!4m7!3m6!1s0x80c2cf0c51f9f07f:0x5fde2ddf12865cad!8m2!3d34.0223646!4d-118.1674665!16s%2Fg%2F1tdlhkq0!19sChIJf_D5UQzPwoARrVyGEt8t3l8?authuser=0&hl=tr&rclk=1,
Amor Lingerie Sex Shop,51,,http://amorsexstore.com/,,4,https://www.google.com/maps/place/Amor+Lingerie+Sex+Shop/data=!4m7!3m6!1s0x80c2b87a903107dd:0xab745dbe21edcd6b!8m2!3d34.042302!4d-118.308342!16s%2Fg%2F11ckr45j7w!19sChIJ3QcxkHq4woARa83tIb5ddKs?authuser=0&hl=tr&rclk=1,
Exotic Zone Shop,50,,https://exoticzoneshop.com/,,4.7,https://www.google.com/maps/place/Exotic+Zone+Shop/data=!4m7!3m6!1s0x80c2ca89be123f23:0x9f8c0b55f9ad7fc1!8m2!3d33.8923737!4d-118.2838151!16s%2Fg%2F1td0gsgk!19sChIJIz8SvonKwoARwX-t-VULjJ8?authuser=0&hl=tr&rclk=1,
Amor Lingerie Sex shop,49,,http://amorlingerie.com/,,4,https://www.google.com/maps/place/Amor+Lingerie+Sex+shop/data=!4m7!3m6!1s0x80c2c91bc20663a9:0x46d8ceca54d34f26!8m2!3d33.9812878!4d-118.236541!16s%2Fg%2F1thzp4zb!19sChIJqWMGwhvJwoARJk_TVMrO2EY?authuser=0&hl=tr&rclk=1,
Amor Lingerie Sex Shop,40,,http://amorlingerie.com/,,4.1,https://www.google.com/maps/place/Amor+Lingerie+Sex+Shop/data=!4m7!3m6!1s0x80c2c8b988a5cd77:0x5b23b06cbe676242!8m2!3d34.017033!4d-118.2194826!16s%2Fg%2F1w97vnnt!19sChIJd82liLnIwoARQmJnvmywI1s?authuser=0&hl=tr&rclk=1,
Cupid's Closet Brentwood Adult Store & Sex Shop,37,,https://cupidscloset.com/,,4.4,https://www.google.com/maps/place/Cupid%27s+Closet+Brentwood+Adult+Store+%26+Sex+Shop/data=!4m7!3m6!1s0x80c2bbfce84247e9:0xecd15bca1c602f76!8m2!3d34.0434796!4d-118.4686335!16s%2Fg%2F11h9n80qrv!19sChIJ6UdC6Py7woARdi9gHMpb0ew?authuser=0&hl=tr&rclk=1,
Romantix,31,,https://www.romantix.com/s/,,4.3,https://www.google.com/maps/place/Romantix/data=!4m7!3m6!1s0x80c295f57024431b:0x8e08a01ac5327ad6!8m2!3d34.1594866!4d-118.3717559!16s%2Fg%2F1tcww_0f!19sChIJG0MkcPWVwoAR1noyxRqgCI4?authuser=0&hl=tr&rclk=1,
Secrets of Hollywood,23,,http://www.adultmegastores.com/,,3.2,https://www.google.com/maps/place/Secrets+of+Hollywood/data=!4m7!3m6!1s0x80c2b8ad3e054b5b:0x1dfe49916744488b!8m2!3d34.0912989!4d-118.3093534!16s%2Fg%2F1tfv0tf2!19sChIJW0sFPq24woARi0hEZ5FJ_h0?authuser=0&hl=tr&rclk=1,
Excitement Love Boutique,20,,http://www.excitementgirl.net/,,4.8,https://www.google.com/maps/place/Excitement+Love+Boutique/data=!4m7!3m6!1s0x80c29947a033d2a9:0x6a914538a4aa126!8m2!3d34.1724857!4d-118.5656822!16s%2Fg%2F1td_hhvc!19sChIJqdIzoEeZwoARJqFKilMUqQY?authuser=0&hl=tr&rclk=1,
Spearmint Rhino Superstore,19,,https://spearmintrhinosuperstore.com/,,4.2,https://www.google.com/maps/place/Spearmint+Rhino+Superstore/data=!4m7!3m6!1s0x80c2d6707988d1ef:0xc41963d844f817b0!8m2!3d34.0233714!4d-117.959603!16s%2Fg%2F11c48c9bxw!19sChIJ79GIeXDWwoARsBf4RNhjGcQ?authuser=0&hl=tr&rclk=1,
Circus of Books - West,17,,http://circusofbooks.com/,,3.5,https://www.google.com/maps/place/Circus+of+Books+-+West/data=!4m7!3m6!1s0x80c2bea587bed595:0xc86de280721e8e8d!8m2!3d34.0853991!4d-118.3839342!16s%2Fg%2F1tdm_s6b!19sChIJldW-h6W-woARjY4ecoDibcg?authuser=0&hl=tr&rclk=1,
Adult Video Entertainment Center,17,,https://www.instagram.com/adultvec,,3.4,https://www.google.com/maps/place/Adult+Video+Entertainment+Center/data=!4m7!3m6!1s0x80c2b6f3efc20a2d:0xb6850eda66b0068!8m2!3d33.9426337!4d-118.3528747!16s%2Fg%2F1tgnmbbx!19sChIJLQrC7_O2woARaABrpu1QaAs?authuser=0&hl=tr&rclk=1,
Couples M.O.,16,,http://www.couplesmo.com/,,4.4,https://www.google.com/maps/place/Couples+M.O./data=!4m7!3m6!1s0x80dd4a72062d4ff5:0xe574255e6109fd3d!8m2!3d33.7892425!4d-118.3102727!16s%2Fg%2F11bbrpwbkh!19sChIJ9U8tBnJK3YARPf0JYV4ldOU?authuser=0&hl=tr&rclk=1,
Pleasure Island,14,,http://www.xxxpleasureisland.net/,,4.4,https://www.google.com/maps/place/Pleasure+Island/data=!4m7!3m6!1s0x80c2b4e47a075c11:0x320e56cca69ced1c!8m2!3d33.8633232!4d-118.3520889!16s%2Fg%2F1tdfnjft!19sChIJEVwHeuS0woARHO2cpsxWDjI?authuser=0&hl=tr&rclk=1,
Love Stuff Adult Superstore,13,,http://www.suzies.com/,,4.5,https://www.google.com/maps/place/Love+Stuff+Adult+Superstore/data=!4m7!3m6!1s0x80dd30361d6794d5:0x7364792707ebafc4!8m2!3d33.7604257!4d-118.1356349!16s%2Fg%2F11f9g1_7xv!19sChIJ1ZRnHTYw3YARxK_rByd5ZHM?authuser=0&hl=tr&rclk=1,
Naughty Dreams,10,,http://www.naughtierdreams.com/,,5,https://www.google.com/maps/place/Naughty+Dreams/data=!4m7!3m6!1s0x80c2b7b863c41ce9:0x1a9102f4f499a63a!8m2!3d34.020479!4d-118.4117325!16s%2Fg%2F11ddyj3l2x!19sChIJ6RzEY7i3woAROqaZ9PQCkRo?authuser=0&hl=tr&rclk=1,
Dr. Love's Outlet,10,,https://dr-loves-outlet.business.site/?utm_source=gmb&utm_medium=referral,,4.4,https://www.google.com/maps/place/Dr.+Love%27s+Outlet/data=!4m7!3m6!1s0x80c29d317981cf3f:0x172b810835cb9136!8m2!3d34.2020027!4d-118.5979797!16s%2Fg%2F11f9j64tqg!19sChIJP8-BeTGdwoARNpHLNQiBKxc?authuser=0&hl=tr&rclk=1,
Endless Romance Adult Superstore,5,,http://suzies.com/,,4.2,https://www.google.com/maps/place/Endless+Romance+Adult+Superstore/data=!4m7!3m6!1s0x80c2bfa47bfff435:0xd6657dc59a13c0f3!8m2!3d34.0869678!4d-118.3804153!16s%2Fg%2F11qf_tqpl1!19sChIJNfT_e6S_woAR88ATmsV9ZdY?authuser=0&hl=tr&rclk=1,
Hollywood Sex Dolls,2,,http://www.hollywoodsexdolls.com/,,3,https://www.google.com/maps/place/Hollywood+Sex+Dolls/data=!4m7!3m6!1s0x67e4b4741c32a0df:0xf322609f1b78bcd5!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11rkcxb6z8!19sChIJ36AyHHS05GcR1bx4G59gIvM?authuser=0&hl=tr&rclk=1,
Summer Long,1,,https://arousr.com/girls/available/,,5,https://www.google.com/maps/place/Summer+Long/data=!4m7!3m6!1s0x80c2bf02fe5bde63:0x1fd739cebc4920cd!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11lj9wyx57!19sChIJY95b_gK_woARzSBJvM451x8?authuser=0&hl=tr&rclk=1,
Satisfied Novelties,1,,http://www.satisfiednovelties.com/,,5,https://www.google.com/maps/place/Satisfied+Novelties/data=!4m7!3m6!1s0x80c2cd405178f333:0xf8807d7f3ecb4c7d!8m2!3d34.020479!4d-118.4117325!16s%2Fg%2F11ktzvhbgh!19sChIJM_N4UUDNwoARfUzLPn99gPg?authuser=0&hl=tr&rclk=1,
Bedroom Kandi by Tanasha,,,http://www.bedroomkandi.com/14106,,,https://www.google.com/maps/place/Bedroom+Kandi+by+Tanasha/data=!4m7!3m6!1s0x80c2b92e0cc99911:0xfab071b6a7b4994f!8m2!3d33.3773468!4d-96.184224!16s%2Fg%2F11jx1gvbr5!19sChIJEZnJDC65woART5m0p7ZxsPo?authuser=0&hl=tr&rclk=1,
Cherry Sensi LLC,,,http://www.cherrysensi.com/,,,https://www.google.com/maps/place/Cherry+Sensi+LLC/data=!4m7!3m6!1s0x80c2c758d129bca3:0xc1ba875096b7a230!8m2!3d34.0619565!4d-118.2951202!16s%2Fg%2F11v186_t_c!19sChIJo7wp0VjHwoARMKK3llCHusE?authuser=0&hl=tr&rclk=1,
KinkLab,,,http://www.kinklab.com/,,,https://www.google.com/maps/place/KinkLab/data=!4m7!3m6!1s0x80c2c72a5969bfd5:0x475f097a15414a5b!8m2!3d34.0878567!4d-118.2600382!16s%2Fg%2F11h71jqjxt!19sChIJ1b9pWSrHwoARW0pBFXoJX0c?authuser=0&hl=tr&rclk=1,
DiscretePleasuresllc,,,http://discretepleasuresllc.com/,,,https://www.google.com/maps/place/DiscretePleasuresllc/data=!4m7!3m6!1s0xccd8bceda03d9d1:0xbb1b43a85517f584!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11q2x9tpsm!19sChIJ0dkD2s6LzQwRhPUXVahDG7s?authuser=0&hl=tr&rclk=1,
me so naughty,,,http://mesonaughty.org/,,,https://www.google.com/maps/place/me+so+naughty/data=!4m7!3m6!1s0x8931453fec392a83:0xaadd323e6bf546a9!8m2!3d34.020479!4d-118.4117325!16s%2Fg%2F11rw6ng32c!19sChIJgyo57D9FMYkRqUb1az4y3ao?authuser=0&hl=tr&rclk=1,
"Smoke Shop Online ""Ms. 420"".",,,https://smokeshoponlinems420.business.site/%3Futm_source%3Dgmb%26utm_medium%3Dreferral,,,https://www.google.com/maps/place/Smoke+Shop+Online+%22Ms.+420%22./data=!4m7!3m6!1s0x80c2cffacb263e43:0x4df2445f47e29e0c!8m2!3d39.9943325!4d-95.7944925!16s%2Fg%2F11qq4gx_kd!19sChIJQz4my_rPwoARDJ7iR19E8k0?authuser=0&hl=tr&rclk=1,
Lovethyself2dai,,,http://lovethyself2dai.ecwid.com/,,,https://www.google.com/maps/place/Lovethyself2dai/data=!4m7!3m6!1s0x80c2c91995d81345:0x6a863b50b79c2073!8m2!3d24.7745!4d-77.97155!16s%2Fg%2F11fkl8y9gg!19sChIJRRPYlRnJwoARcyCct1A7hmo?authuser=0&hl=tr&rclk=1,
Lunye's 2 cute,,,https://lunyes-2-cute.business.site/%3Futm_source%3Dgooglemybusiness%26utm_medium%3Dreferral,,,https://www.google.com/maps/place/Lunye%27s+2+cute/data=!4m7!3m6!1s0x80c2c9898369baed:0xffc0806ef7d03258!8m2!3d34.020479!4d-118.4117325!16s%2Fg%2F11h3n_jygj!19sChIJ7bppg4nJwoARWDLQ926AwP8?authuser=0&hl=tr&rclk=1,
USA Mall,,,http://usamallshop.com/,,,https://www.google.com/maps/place/USA+Mall/data=!4m7!3m6!1s0x80c2c777452fffff:0xcfb1ae6bc5a08ea9!8m2!3d34.061643!4d-118.2870293!16s%2Fg%2F11h71hnlr2!19sChIJ__8vRXfHwoARqY6gxWuusc8?authuser=0&hl=tr&rclk=1,
